한글,영어,일어
비틀림각,torsion angle,
비틀림저울,torsion balance, ねじればかり
비틀림흔들이,torsion pendulum, ねじれ振り子
비틀림떨기,torsion vibration,
비틀림 알펜 파동,torsional Alfven wave,
비틀림강성률,torsional rigidity, ねじれ剛性【物理】 / ねじり剛性【機械】
비틀림 떨기,torsional vibration, ねじれ振動【物理】/ ねじり振動【機械】
또아리,torus,
총 각운동량,total angular momentum, 全角運動量
"총결합 에너지, 온묶음에너지",total binding energy,
온자름넓이,total cross section,
총단면,total cross-section, 全斷面積
"전미분, 온미분",total differential, 全微分
"총에너지, 온에너지",total energy,
"총압력, 온압력",total pressure, (1)全壓力 (2)總 壓【流體】
온압력재개,total pressure gauge, 全壓計
"전반사, 온되비침",total reflection, 全反射
"전반사프리즘, 온되비침프리즘",total reflection prism,
온흩뜨림 자름넓이,total scattering cross section,
개기일식,total solar eclipse,皆?日食
총변형,total strain, 全ひずみ
총 너비,total width, 全 幅
"총수량, 온거둠율",total yield,
거칠어짐 온도,toughening temperature,
굳기,toughness, 靭 性
거칠기 지수,toughness exponent,
전기석,tourmaline, 電氣石
타운젠드<<단위>>,townsend, 夕ウンゼンド【電場の强さ/氣體分子數密度の單位】
타운센드 방전,Townsend discharge, タウンゼンド放電
"추적, 흔적, 따라가기",trace, トレ?ス(固有和)
"따라감이, 추적자, 표지물질",tracer, トレ?サ?
자국,track, (1)飛 跡 (2)軌 道
자국 상자,track chamber, トラックチェンバ?
자국 아는 과녁,track sensitive target, トラックセンシティブタ?ゲット
뒷전 소용돌이,trailing vortex, あとひき渦
파동열차,train of waves,
"자리길, 궤적",trajectory, (1)軌 道 (2)位相軌道
초월함수,transcendental function,
넘김 고비,transcritical,
넘김고비 쌍갈림,transcritical bifurcation,
"전달, 넘김",transfer,
"전달곁수, 넘김곁수",transfer coefficient,
전달 함수,transfer function, 傳達關數
넘김적분,transfer integral,
이동적분 방법,transfer integral method, 傳送積分の方法
"전달상호작용, 넘김서로작용",transfer interaction,
"전달행렬, 넘김행렬",transfer matrix, 傳送行列
에너지의 전달,transfer of energy,
운반율,transference number,
넘겨진 운동량,transferred momentum, 移行運動量
변환곁수,transformation coefficient,
"변환무리, 변환군",transformation group, 變換群
"좌표변환, 자리표변환",transformation of coordinates,
변환 이론,transformation theory, 變換理論
주축 변환,transformation to principal axes, 主軸變換
주축변환,transformation to principal axis,
"과도적, 지나가는",transient,
"지나가는 전류, 과도전류",transient current,
"과도평형, 지나가는 비김",transient equilibrium, 過渡平衡
과도떨기,transient oscillation, 過渡振動
"과도현상, 지나가는 현상",transient phenomenon, 過渡現象
과도적반응,transient response, 過渡應答
트랜지스터,transistor, トランジスタ?
트랜지스터 접합,transistor junction,
"트란싯, 자오선통과, 태양면통과",transit, トランシット
태양면통과 시간,transit time, 走行時間
"옮김, 전이",transition, (1)轉 移 (2)遷 移
전이 진폭,transition amplitude, 遷移振幅
전이원소,transition element, 遷移元素
전이 에너지,transition energy, トランジションエネルギ?
전이 형태인자,transition form factor, 遷移形狀因子
"전이떨기수, 전이진동수",transition frequency, 遷移振動數
전이행렬,transition matrix, 遷移行列
전이 금속,transition metal, 遷移金屬
전이금속화합물,transition metal oxide,
전이모멘트,transition moment, 遷移モ?メント
상의 전이,transition of phase,
"전이점, 전이온도",transition point, 轉移點
전이확률,transition probability, 遷移確率
전이 내비침,transition radiation, 遷移放射
전이율,transition rate,
전이빛띠,transition spectrum,
전이상태,transition state, 遷移狀態
전이온도,transition temperature, 轉移溫度
전이시간,transition time,
전이 영역,transitional region, 遷移領域
"병진 (운동), 나란히옮김",translation, 竝 進
병진 안바뀜성,translation invariance, 竝進不變性
"병진벡터, 나란히 옮김벡터",translation vector,
"병진운동, 나란한운동",translational motion, 竝進運動
병진 질서,translational order, 竝進秩序
병진대칭,translational symmetry, 竝進對稱
반투명체,translucent body, 半透明體
"송전, 투과, 송신",transmission, 透 過
투과곁수,transmission coefficient, 透過係數
투과전자에돌이,transmission electron diffraction, 透過電子線回折
투과전자현미경,transmission electron miroscope, 透過型電子顯微鏡
투과 에돌이발,transmission grating, 透過型回折格子
전송선,transmission line, (l)傳送線 (2)送電線路
투과 손실,transmission loss, 透過損失
"투과껴울림, 투과공명",transmission resonance, 透過共鳴
투과파동,transmitted wave, 透過波
"송신장치, 송신기",transmitter, 送信器
송신관,transmitting tube, 送信管
"음속넘음의, 전이음속",transonic, 遷音速
"투명(도), 투명한 물체",transparency,
투명체,transparent body, 透明體
투명물질,transparent substance,
"옮김, 수송",transport,
수송 곁수,transport coefficient, 輸送係數
옮김자름넓이,transport cross section, 輸送斷面積
"옮김방정식, 수송방정식",transport equation, 輸送方程式
"옮김수, 수송수",transport number, 輸 率
"옮김현상, 수송현상",transport phenomena,
수송 현상,transport phenomenon, 輸送現象
"옮김과정, 수송과정",transport process,
"옮김이론, 수송이론",transport theory,
"옮김평균자유거리, 수송평균자유거리",transport-mean-free path,
"전치행렬, 자리바꿈행렬",transposed matrix,
자리바꿈,transposition,
"횡단선, 가로의",transversal,
가로 질량,transversal mass,
가로스타아크 효과,transversal Stark effect,
가로 조건,transversality condition,
가로,transverse, 橫
"수평가속도, 가로가속도",transverse acceleration,
가로전류,transverse current,
가로효과,transverse effect,
가로들뜸,transverse excitation,
"가로집속, 가로모으기",transverse focusing,
가로자기화,transverse magnetization,
가로 방식,transverse mode, 橫モ?ド
가로 운동량,transverse momentum, 橫運動量
가로편극,transverse polarization, 橫偏極
가로방향풂,transverse relaxation, 橫緩和
가로파동,transverse wave, 橫 波
"트랩, 덫",trap, トラップ
사다리꼴,trapezoid,
사다리꼴 방법,trapezoidal rule, 臺形則
잡힌 전자,trapped electron,
포획 이온 방법,trapped ion method, イオントラップ法
잡힌 플라즈마 알갱이,trapped particle, 補そく【捉】粒子
덫치기,trapping,
덫치기시간,trapping time,
달림파동,travel,
유동 현미경,travelling microscope, 遊動顯微鏡
진행파,travelling-wave, 進行波
진행파관,travelling-wave tube, 進行波管
여행시간 곡선,travel-time curve, 走時曲線
나무 그래프,tree graph, トリ?グラフ
나무 수준,tree level,
시행,trial,
시행^착오,trial and error,
시행착오법,trial and error method, 試行錯誤法(手さぐり法)
시행함수,trial function,
"삼각석쇠, 삼각자, 삼각형, 세모꼴",triangle,
삼각꼴 비정상량,triangle anomaly, 三角形異常
힘의 삼각형,triangle of forces, 力の三角形
삼각 자기 구조,triangular magnetic structure, 三角磁氣構造
세모꼴 그물,triangular net,
삼각뿔,triangular pyramid,
삼원자 분자,triatomic molecule, 三原子分子
세 축 로톤 모형,tri-axial roton model, 三軸回轉子模型
삼축변형,triaxial strain, 三軸ひずみ
"쓸림전기, 마찰전기",triboelectricity, 摩擦排氣
마찰전기,tribo-electricity,
마찰학,tribology, トライボロジ-
쓸림 찬빛,triboluminescence, 摩擦ルミネセンス
삼사정계,triclinic system, 三斜晶系
"세겹임계점, 세겹고비점",tricritical point, 三重臨界點
"방아쇠, 당김쇠",trigger,
"트리거 회로, 방아쇠 흐름길",trigger circuit, トリガ?回路
트리거 방전,triggered discharge, トリガ?放電
삼방정계의,trigonal,
삼각프리즘,trigonal prism,
상방정계,trigonal system, 三方晶系
삼각방정식,trigonometric equation,
삼각함수,trigonometric function,
삼각비,trigonometric ratio,
삼각함수표,trigonometric table,
삼각법,trigonometry,
삼극(진공)관,triode, 三極管
삼극 엑스선관,triode X-ray tube,
"삼중결합, 세겹묶음",triple bond, 三重結合
"삼중이온, 세겹이온",triple ion,
"삼중점, 세겹점",triple point, 三重點
세제곱비,triple ratio,
"삼중근, 세겹근",triple root,
"삼중축결정 분광계, 세겹축결정분광계",triple-axis crystal spectrometer,
"삼중항, 세겹선, 세겹항, 삼중선",triplet, (1)三重項 (2)三重線
"세겹항 들뜬 상태, 삼중항 들뜬 상태",triplet excited state,
"삼중항 엑시톤, 세겹항 들뜸알",triplet exciton,
"세겹항 퍼텐셜, 삼중항 퍼텐셜",triplet potential,
"세겹항 상태, 삼중항 상태",triplet state, 三重項狀態
삼가이온,triply-charged ion,
삼발이,tripod,
삼중수소,tritium, 三重水素
삼중 양성자,triton, トリトン(三重陽子)
뻔한 풀이,trivial solution,
바퀴형 모음점 질량분석계,trochoidal focusing mass spectrometer, トロコイド型質量分析計
트로코이달 파동,trochoidal wave, トロコイド波
"회귀선, 열대",tropics,
대류권,troposphere,
"골, 고랑",trough, 谷【波の】
참 전하,true charge,
참전하,true electric Charge,
참전류,true electric current,
"참북, 진북",true north,
"참항성시, 진항성시",true sidereal time,
"참태양일, 진태양일",true solar day,
"참태양시, 진태양시",true solar time,
참용액,true solution,
"참남북선, 진남북선",true south-north line,
참변형력,true stress, 眞應力
잘라버림,truncate,
자름 오차,truncation error, 打切誤差
티-에스 그림,T-S diagram,
전기다발관,tube of electric flux, 電束管
"전기힘관, 전기력관",tube of electric force,
"힘관, 역관",tube of force,
가변 염료 레이저,tunable dye laser,
동조증폭기,tuned amplifier, 同調增幅器
"동조기, 가락 맞추개",tuner,
텅스텐 전구,tungsten lamp,
"동조, 가락맞춤",tuning, 同 調
"동조회로, 가락맞춤 흐름길",tuning circuit,
소리굽쇠,tuning fork, おんさ
소리굽쇠 떨개,tuning fork oscillator,
"터널 다이오드, 꿰뚫음 다이오드",tunnel diode, トンネルダイオ?ド
"터널 효과, 꿰뚫음 효과",tunnel effect, トンネル ?果
"꿰뚫음 접합, 터널 접합",tunnel junction, トンネル接合
"꿰뚫기, 터널링",tunneling,
터널링 분광학,tunneling spectroscopy, トンネルスペクトロスコピ?
탁도계,turbidimeter, 濁り度計
탁도,turbidity, 濁り度
터빈,turbine,
터보,turbo,
터보분자 펌프,turbo-molecular pump, タ?ボ分子ポンプ
막흐름,turbulence, 亂 れ
"난류이론, 막흐름 이론",turbulence theory,
"막흐름의, 난류의",turbulent, ... 亂流--形
난류퍼짐,turbulent diffusion, 亂流擴散
"막흐름, 난류",turbulent flow, 亂 流
난류 가열,turbulent heating, 亂流加熱
"막흐름운동, 난류운동",turbulent motion,
난류 플라즈마,turbulent plasma, 亂れたプラズマ
감은 수의 비,turn ratio,
되돌이점,turning point,
열두 제이 기호,twelve-j symbol,
쌍둥이,twin, 雙 晶
쌍정경계,twin boundary, 雙晶境界
"쌍동이 패러독스, 쌍동이 역설",twin paradox,
쌍정구조,twin structure, 雙晶構造
쌍정,twinning,
쌍둥이 일그러짐,twinning deformation, 雙晶變形
"비틀림, 꼬임",twist,
꼬임 경계,twist boundary, ねじれ粒界
뒤틀림본뜨기,twist map,
"트위스터, 비틀미",twister,
두 살다발 간섭,two-beam interference, 二光束干涉(二光路干涉)
두 물체 힘,two-body force, 二體刀
"이체상호작용, 두물체서로작용",two-body interaction,
"이체문제, 두물체문제",two-body problem, 二體問題
두 중심궤도함수,two-center orbital, 二中心軌道??
두 중심 껍질모형,two-center shell model, 二中心殼模型
이색 온도계,two-color thermometer, 二色溫度計
이차원,two-dimension,
이차원 격자,two-dimensional lattice, 二次元格子
이차원계,two-dimensional system, 二次元系
"이유체모형, 두흐름체모형",two-fluid model,
